2026-02-21 09:16:33,377 - INFO - TestLogger - File log đã được tạo: D:\Đồ án 4\DoAn4\scripts\DoAn4_Bemori\reports\20260221_091633\logs\log.txt
2026-02-21 09:16:33,459 - INFO - TestLogger - Báo cáo HTML: D:\Đồ án 4\DoAn4\scripts\DoAn4_Bemori\reports\20260221_091633\html\report.html
2026-02-21 09:16:34,871 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='g\u1ea5u r\u1ea5t \u0111\u1eb9p', TEN=' ng\u1ecdc h\xe0', SDT='0927856143'] =====
2026-02-21 09:17:00,691 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND='g\u1ea5u r\u1ea5t \u0111\u1eb9p', TEN=' ng\u1ecdc h\xe0', SDT='0927856143']
2026-02-21 09:17:03,005 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='g\u1ea5u r\u1ea5t \u0111\u1eb9p', TEN=' ng\u1ecdc h\xe0', SDT='0927856143'] =====

2026-02-21 09:17:03,014 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='g\u1ea5u r\u1ea5t cute', TEN=' abc', SDT='01928376'] =====
2026-02-21 09:17:18,009 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND='g\u1ea5u r\u1ea5t cute', TEN=' abc', SDT='01928376']
2026-02-21 09:17:20,325 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='g\u1ea5u r\u1ea5t cute', TEN=' abc', SDT='01928376'] =====

2026-02-21 09:17:20,330 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='nh\xecn c\u01b0ng qu\xe1 tr\u1eddi', TEN=' thu h\xe0', SDT='098712364532'] =====
2026-02-21 09:17:36,680 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND='nh\xecn c\u01b0ng qu\xe1 tr\u1eddi', TEN=' thu h\xe0', SDT='098712364532']
2026-02-21 09:17:38,996 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='nh\xecn c\u01b0ng qu\xe1 tr\u1eddi', TEN=' thu h\xe0', SDT='098712364532'] =====

2026-02-21 09:17:39,004 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='xinh x\u1ec9u', TEN=' hien', SDT=' abc124%^&'] =====
2026-02-21 09:18:03,300 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND='xinh x\u1ec9u', TEN=' hien', SDT=' abc124%^&']
2026-02-21 09:18:05,753 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='xinh x\u1ec9u', TEN=' hien', SDT=' abc124%^&'] =====

2026-02-21 09:18:05,758 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='g\u1ea5u \u0111\u1eb9p gh\xea', TEN=' trang', SDT=''] =====
2026-02-21 09:18:30,397 - ERROR - TestLogger - TEST FAILED: test_binh_luan[ND='g\u1ea5u \u0111\u1eb9p gh\xea', TEN=' trang', SDT='']
2026-02-21 09:18:30,397 - ERROR - TestLogger - Screenshot: D:\Đồ án 4\DoAn4\scripts\DoAn4_Bemori\reports\20260221_091633\screenshots\test_binh_luan[ND='g\u1ea5u \u0111\u1eb9p gh\xea', TEN=' trang', SDT=''].png
2026-02-21 09:18:32,575 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='g\u1ea5u \u0111\u1eb9p gh\xea', TEN=' trang', SDT=''] =====

2026-02-21 09:18:32,584 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='m\xecnh t\u1eebng mua \u1edf shop r\u1ed3i uy t\xedn nh\xe9', TEN=' #$%^', SDT='0981237645'] =====
2026-02-21 09:18:48,760 - ERROR - TestLogger - TEST FAILED: test_binh_luan[ND='m\xecnh t\u1eebng mua \u1edf shop r\u1ed3i uy t\xedn nh\xe9', TEN=' #$%^', SDT='0981237645']
2026-02-21 09:18:48,760 - ERROR - TestLogger - Screenshot: D:\Đồ án 4\DoAn4\scripts\DoAn4_Bemori\reports\20260221_091633\screenshots\test_binh_luan[ND='m\xecnh t\u1eebng mua \u1edf shop r\u1ed3i uy t\xedn nh\xe9', TEN=' #$%^', SDT='0981237645'].png
2026-02-21 09:18:51,102 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='m\xecnh t\u1eebng mua \u1edf shop r\u1ed3i uy t\xedn nh\xe9', TEN=' #$%^', SDT='0981237645'] =====

2026-02-21 09:18:51,114 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='\u0111\u1eb9p qu\xe1 shop \u01a1i', TEN=' ', SDT='0981237645'] =====
2026-02-21 09:19:05,383 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND='\u0111\u1eb9p qu\xe1 shop \u01a1i', TEN=' ', SDT='0981237645']
2026-02-21 09:19:07,644 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='\u0111\u1eb9p qu\xe1 shop \u01a1i', TEN=' ', SDT='0981237645'] =====

2026-02-21 09:19:07,651 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='\u0111\u1eb9p', TEN='123', SDT='0981237645'] =====
2026-02-21 09:19:22,668 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND='\u0111\u1eb9p', TEN='123', SDT='0981237645']
2026-02-21 09:19:25,023 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='\u0111\u1eb9p', TEN='123', SDT='0981237645'] =====

2026-02-21 09:19:25,029 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND=' ', TEN=' ', SDT='0981237645'] =====
2026-02-21 09:19:40,087 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND=' ', TEN=' ', SDT='0981237645']
2026-02-21 09:19:44,004 - INFO - TestLogger - Kết thúc: test_binh_luan[ND=' ', TEN=' ', SDT='0981237645'] =====

2026-02-21 09:19:44,010 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND='\u0111\u1eb9p x\u1ec9u', TEN=' ', SDT=''] =====
2026-02-21 09:20:01,130 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND='\u0111\u1eb9p x\u1ec9u', TEN=' ', SDT='']
2026-02-21 09:20:03,545 - INFO - TestLogger - Kết thúc: test_binh_luan[ND='\u0111\u1eb9p x\u1ec9u', TEN=' ', SDT=''] =====

2026-02-21 09:20:03,551 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND=' ', TEN=' ', SDT=''] =====
2026-02-21 09:20:20,913 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND=' ', TEN=' ', SDT='']
2026-02-21 09:20:23,102 - INFO - TestLogger - Kết thúc: test_binh_luan[ND=' ', TEN=' ', SDT=''] =====

2026-02-21 09:20:23,108 - INFO - TestLogger - Bắt đầu: test_binh_luan[ND=' ', TEN=' chinh ph\u1ea1m', SDT='0981237645'] =====
2026-02-21 09:20:41,840 - INFO - TestLogger - TEST PASSED: test_binh_luan[ND=' ', TEN=' chinh ph\u1ea1m', SDT='0981237645']
2026-02-21 09:20:44,057 - INFO - TestLogger - Kết thúc: test_binh_luan[ND=' ', TEN=' chinh ph\u1ea1m', SDT='0981237645'] =====

